,Date,RVXCLS
1078,2008-02-20,29.2
1079,2008-02-21,29.8
1080,2008-02-22,29.58
1081,2008-02-25,28.27
1082,2008-02-26,28.12
1083,2008-02-27,28.37
1084,2008-02-28,29.55
1085,2008-02-29,31.22
1086,2008-03-03,31.97
1087,2008-03-04,31.21
1088,2008-03-05,30.18
1089,2008-03-06,32.48
1090,2008-03-07,32.1
1091,2008-03-10,33.22
1092,2008-03-11,30.31
1093,2008-03-12,31.47
1094,2008-03-13,31.22
1095,2008-03-14,35.11
1096,2008-03-17,36.33
1097,2008-03-18,31.87
1098,2008-03-19,34.32
1099,2008-03-20,32.57
1100,2008-03-21,
1101,2008-03-24,30.82
1102,2008-03-25,30.7
1103,2008-03-26,31.12
1104,2008-03-27,31.42
1105,2008-03-28,31.44
1106,2008-03-31,31.55
1107,2008-04-01,28.88
1108,2008-04-02,28.66
1109,2008-04-03,28.38
1110,2008-04-04,27.2
1111,2008-04-07,27.72
1112,2008-04-08,27.18
1113,2008-04-09,28.28
1114,2008-04-10,27.11
1115,2008-04-11,28.35
1116,2008-04-14,28.95
1117,2008-04-15,27.92
1118,2008-04-16,25.86
1119,2008-04-17,26.29
1120,2008-04-18,25.0
1121,2008-04-21,25.66
1122,2008-04-22,26.09
1123,2008-04-23,25.84
1124,2008-04-24,24.79
1125,2008-04-25,23.97
1126,2008-04-28,23.85
1127,2008-04-29,24.91
1128,2008-04-30,25.25
1129,2008-05-01,23.52
1130,2008-05-02,22.85
1131,2008-05-05,23.74
1132,2008-05-06,23.55
1133,2008-05-07,24.7
1134,2008-05-08,24.2
1135,2008-05-09,24.01
1136,2008-05-12,22.54
1137,2008-05-13,22.17
1138,2008-05-14,22.58
1139,2008-05-15,21.84
1140,2008-05-16,22.36
1141,2008-05-19,22.31
1142,2008-05-20,22.26
1143,2008-05-21,22.85
1144,2008-05-22,22.33
1145,2008-05-23,23.72
1146,2008-05-26,
1147,2008-05-27,23.86
1148,2008-05-28,22.74
1149,2008-05-29,21.89
1150,2008-05-30,21.24
1151,2008-06-02,23.22
1152,2008-06-03,23.76
1153,2008-06-04,23.71
1154,2008-06-05,21.77
1155,2008-06-06,25.88
1156,2008-06-09,26.51
1157,2008-06-10,26.29
1158,2008-06-11,27.11
1159,2008-06-12,26.55
1160,2008-06-13,24.5
1161,2008-06-16,24.15
1162,2008-06-17,23.94
1163,2008-06-18,25.11
1164,2008-06-19,24.2
1165,2008-06-20,26.35
1166,2008-06-23,27.41
1167,2008-06-24,28.24
1168,2008-06-25,26.11
1169,2008-06-26,28.35
1170,2008-06-27,27.76
1171,2008-06-30,28.56
1172,2008-07-01,28.11
1173,2008-07-02,30.65
1174,2008-07-03,29.81
1175,2008-07-04,
1176,2008-07-07,30.46
1177,2008-07-08,27.26
1178,2008-07-09,30.27
1179,2008-07-10,30.04
1180,2008-07-11,30.93
1181,2008-07-14,33.22
1182,2008-07-15,33.02
1183,2008-07-16,30.15
1184,2008-07-17,29.75
1185,2008-07-18,28.97
1186,2008-07-21,28.03
1187,2008-07-22,25.24
1188,2008-07-23,25.57
1189,2008-07-24,27.41
1190,2008-07-25,26.8
1191,2008-07-28,28.29
1192,2008-07-29,26.49
1193,2008-07-30,25.63
1194,2008-07-31,26.4
1195,2008-08-01,25.83
1196,2008-08-04,27.69
1197,2008-08-05,25.79
1198,2008-08-06,24.75
1199,2008-08-07,25.46
1200,2008-08-08,24.41
1201,2008-08-11,24.57
1202,2008-08-12,24.99
1203,2008-08-13,25.42
1204,2008-08-14,24.11
1205,2008-08-15,23.97
1206,2008-08-18,25.57
1207,2008-08-19,26.01
1208,2008-08-20,25.39
1209,2008-08-21,25.07
1210,2008-08-22,23.76
1211,2008-08-25,26.29
1212,2008-08-26,25.77
1213,2008-08-27,24.98
1214,2008-08-28,24.15
1215,2008-08-29,24.98
1216,2008-09-01,
1217,2008-09-02,26.53
1218,2008-09-03,25.91
1219,2008-09-04,28.02
1220,2008-09-05,27.48
1221,2008-09-08,27.49
1222,2008-09-09,29.79
1223,2008-09-10,28.55
1224,2008-09-11,29.17
1225,2008-09-12,29.61
1226,2008-09-15,34.55
1227,2008-09-16,32.89
1228,2008-09-17,37.78
1229,2008-09-18,36.35
1230,2008-09-19,37.18
1231,2008-09-22,36.39
1232,2008-09-23,38.26
1233,2008-09-24,38.86
1234,2008-09-25,36.38
1235,2008-09-26,38.37
1236,2008-09-29,48.31
1237,2008-09-30,41.72
1238,2008-10-01,42.24
1239,2008-10-02,49.4
1240,2008-10-03,49.93
1241,2008-10-06,55.1
1242,2008-10-07,57.51
1243,2008-10-08,61.94
1244,2008-10-09,65.52
1245,2008-10-10,70.69
1246,2008-10-13,65.54
1247,2008-10-14,65.59
1248,2008-10-15,75.74
1249,2008-10-16,75.68
1250,2008-10-17,71.42
1251,2008-10-20,57.48
1252,2008-10-21,57.71
1253,2008-10-22,72.84
1254,2008-10-23,73.93
1255,2008-10-24,83.79
1256,2008-10-27,85.7
1257,2008-10-28,73.94
1258,2008-10-29,73.53
1259,2008-10-30,67.96
1260,2008-10-31,63.05
1261,2008-11-03,60.21
1262,2008-11-04,55.87
1263,2008-11-05,59.4
1264,2008-11-06,66.5
1265,2008-11-07,59.73
1266,2008-11-10,62.51
1267,2008-11-11,65.15
1268,2008-11-12,70.63
1269,2008-11-13,63.29
1270,2008-11-14,72.01
1271,2008-11-17,75.44
1272,2008-11-18,76.31
1273,2008-11-19,82.62
1274,2008-11-20,87.62
1275,2008-11-21,80.31
1276,2008-11-24,72.34
1277,2008-11-25,68.5
1278,2008-11-26,65.06
1279,2008-11-27,
1280,2008-11-28,65.09
1281,2008-12-01,77.81
1282,2008-12-02,73.97
1283,2008-12-03,71.85
1284,2008-12-04,73.34
1285,2008-12-05,70.2
1286,2008-12-08,68.31
1287,2008-12-09,68.67
1288,2008-12-10,64.73
1289,2008-12-11,66.31
1290,2008-12-12,63.35
1291,2008-12-15,65.99
1292,2008-12-16,60.23
1293,2008-12-17,58.22
1294,2008-12-18,55.13
1295,2008-12-19,52.7
1296,2008-12-22,52.22
1297,2008-12-23,53.55
1298,2008-12-24,52.75
1299,2008-12-25,
1300,2008-12-26,52.59
1301,2008-12-29,53.52
1302,2008-12-30,51.51
1303,2008-12-31,49.03
1304,2009-01-01,
1305,2009-01-02,47.35
1306,2009-01-05,48.26
1307,2009-01-06,47.12
1308,2009-01-07,51.19
1309,2009-01-08,50.46
1310,2009-01-09,50.84
1311,2009-01-12,54.02
1312,2009-01-13,50.51
1313,2009-01-14,54.24
1314,2009-01-15,54.04
1315,2009-01-16,51.57
1316,2009-01-19,
1317,2009-01-20,62.84
1318,2009-01-21,54.32
1319,2009-01-22,55.23
1320,2009-01-23,54.77
1321,2009-01-26,53.35
1322,2009-01-27,50.63
1323,2009-01-28,47.67
1324,2009-01-29,50.74
1325,2009-01-30,52.46
1326,2009-02-02,53.15
1327,2009-02-03,51.12
1328,2009-02-04,50.59
1329,2009-02-05,50.77
1330,2009-02-06,49.64
1331,2009-02-09,50.22
1332,2009-02-10,53.84
1333,2009-02-11,51.62
1334,2009-02-12,48.76
1335,2009-02-13,50.13
1336,2009-02-16,
1337,2009-02-17,54.96
1338,2009-02-18,53.71
1339,2009-02-19,51.92
1340,2009-02-20,52.8
1341,2009-02-23,56.81
1342,2009-02-24,49.71
1343,2009-02-25,51.01
1344,2009-02-26,50.48
1345,2009-02-27,51.2
1346,2009-03-02,57.51
1347,2009-03-03,56.91
1348,2009-03-04,53.29
1349,2009-03-05,56.66
1350,2009-03-06,55.91
1351,2009-03-09,56.74
1352,2009-03-10,51.68
1353,2009-03-11,50.25
1354,2009-03-12,48.01
1355,2009-03-13,48.34
1356,2009-03-16,50.35
1357,2009-03-17,47.19
1358,2009-03-18,47.25
1359,2009-03-19,49.76
1360,2009-03-20,53.05
1361,2009-03-23,50.77
1362,2009-03-24,51.56
1363,2009-03-25,50.81
1364,2009-03-26,50.84
1365,2009-03-27,50.9
1366,2009-03-30,55.57
1367,2009-03-31,54.49
1368,2009-04-01,52.68
1369,2009-04-02,52.67
1370,2009-04-03,50.37
1371,2009-04-06,52.11
1372,2009-04-07,51.4
1373,2009-04-08,49.46
1374,2009-04-09,46.9
1375,2009-04-10,
1376,2009-04-13,50.03
1377,2009-04-14,50.05
1378,2009-04-15,49.01
1379,2009-04-16,47.29
1380,2009-04-17,46.29
1381,2009-04-20,50.91
1382,2009-04-21,49.23
1383,2009-04-22,50.25
1384,2009-04-23,49.48
1385,2009-04-24,48.65
1386,2009-04-27,50.53
1387,2009-04-28,49.96
1388,2009-04-29,46.85
1389,2009-04-30,47.44
1390,2009-05-01,46.23
1391,2009-05-04,44.48
1392,2009-05-05,43.4
1393,2009-05-06,42.82
1394,2009-05-07,44.17
1395,2009-05-08,41.16
1396,2009-05-11,41.9
1397,2009-05-12,40.58
1398,2009-05-13,43.51
1399,2009-05-14,43.02
1400,2009-05-15,43.41
1401,2009-05-18,39.93
1402,2009-05-19,39.43
1403,2009-05-20,39.28
1404,2009-05-21,40.42
1405,2009-05-22,40.93
1406,2009-05-25,
1407,2009-05-26,39.95
1408,2009-05-27,40.94
1409,2009-05-28,40.72
1410,2009-05-29,37.8
1411,2009-06-01,38.62
1412,2009-06-02,37.73
1413,2009-06-03,38.16
1414,2009-06-04,37.56
1415,2009-06-05,36.69
1416,2009-06-08,37.7
1417,2009-06-09,35.91
1418,2009-06-10,36.17
1419,2009-06-11,36.18
1420,2009-06-12,35.44
1421,2009-06-15,38.77
1422,2009-06-16,38.61
1423,2009-06-17,38.01
1424,2009-06-18,36.26
1425,2009-06-19,34.64
1426,2009-06-22,37.92
1427,2009-06-23,37.43
1428,2009-06-24,35.44
1429,2009-06-25,32.31
1430,2009-06-26,31.7
1431,2009-06-29,31.35
1432,2009-06-30,31.88
1433,2009-07-01,31.71
1434,2009-07-02,33.64
1435,2009-07-03,
1436,2009-07-06,35.03
1437,2009-07-07,36.49
1438,2009-07-08,37.29
1439,2009-07-09,35.5
1440,2009-07-10,34.96
1441,2009-07-13,30.52
1442,2009-07-14,30.68
1443,2009-07-15,30.28
1444,2009-07-16,30.08
1445,2009-07-17,29.77
1446,2009-07-20,29.62
1447,2009-07-21,28.76
1448,2009-07-22,29.08
1449,2009-07-23,30.02
1450,2009-07-24,29.06
1451,2009-07-27,29.72
1452,2009-07-28,29.81
1453,2009-07-29,30.67
1454,2009-07-30,30.65
1455,2009-07-31,30.38
1456,2009-08-03,30.39
1457,2009-08-04,29.71
1458,2009-08-05,29.79
1459,2009-08-06,31.44
1460,2009-08-07,30.3
1461,2009-08-10,30.47
1462,2009-08-11,30.84
1463,2009-08-12,30.47
1464,2009-08-13,29.94
1465,2009-08-14,30.12
1466,2009-08-17,33.7
1467,2009-08-18,31.56
1468,2009-08-19,31.13
1469,2009-08-20,29.68
1470,2009-08-21,29.66
1471,2009-08-24,30.59
1472,2009-08-25,30.1
1473,2009-08-26,30.03
1474,2009-08-27,29.4
1475,2009-08-28,29.64
1476,2009-08-31,31.6
1477,2009-09-01,34.17
1478,2009-09-02,34.49
1479,2009-09-03,33.47
1480,2009-09-04,31.35
1481,2009-09-07,
1482,2009-09-08,31.44
1483,2009-09-09,30.25
1484,2009-09-10,29.54
1485,2009-09-11,30.21
1486,2009-09-14,29.21
1487,2009-09-15,29.04
1488,2009-09-16,28.86
1489,2009-09-17,29.6
1490,2009-09-18,30.24
1491,2009-09-21,29.92
1492,2009-09-22,29.09
1493,2009-09-23,29.38
1494,2009-09-24,31.37
1495,2009-09-25,31.01
1496,2009-09-28,30.89
1497,2009-09-29,31.44
1498,2009-09-30,32.79
1499,2009-10-01,35.18
1500,2009-10-02,34.81
1501,2009-10-05,33.3
1502,2009-10-06,31.79
1503,2009-10-07,31.17
1504,2009-10-08,30.52
1505,2009-10-09,29.34
1506,2009-10-12,29.67
1507,2009-10-13,28.62
1508,2009-10-14,28.42
1509,2009-10-15,27.29
1510,2009-10-16,26.9
1511,2009-10-19,27.38
1512,2009-10-20,26.98
1513,2009-10-21,29.32
1514,2009-10-22,27.58
1515,2009-10-23,29.06
1516,2009-10-26,31.06
1517,2009-10-27,31.68
1518,2009-10-28,35.55
1519,2009-10-29,32.56
1520,2009-10-30,36.74
1521,2009-11-02,37.35
1522,2009-11-03,35.61
1523,2009-11-04,35.67
1524,2009-11-05,33.45
1525,2009-11-06,32.18
1526,2009-11-09,31.16
1527,2009-11-10,30.95
1528,2009-11-11,30.61
1529,2009-11-12,32.24
1530,2009-11-13,30.64
1531,2009-11-16,30.54
1532,2009-11-17,29.73
1533,2009-11-18,29.42
1534,2009-11-19,30.84
1535,2009-11-20,30.11
1536,2009-11-23,29.25
1537,2009-11-24,28.45
1538,2009-11-25,28.6
1539,2009-11-26,
1540,2009-11-27,33.4
1541,2009-11-30,32.8
1542,2009-12-01,30.7
1543,2009-12-02,29.53
1544,2009-12-03,31.3
1545,2009-12-04,29.82
1546,2009-12-07,30.26
1547,2009-12-08,31.2
1548,2009-12-09,30.21
1549,2009-12-10,30.0
1550,2009-12-11,28.78
1551,2009-12-14,27.91
1552,2009-12-15,27.64
1553,2009-12-16,27.02
1554,2009-12-17,27.52
1555,2009-12-18,27.1
1556,2009-12-21,26.25
1557,2009-12-22,25.23
1558,2009-12-23,25.13
1559,2009-12-24,24.6
1560,2009-12-25,
1561,2009-12-28,26.19
1562,2009-12-29,26.17
1563,2009-12-30,26.59
1564,2009-12-31,28.15
1565,2010-01-01,
1566,2010-01-04,26.55
1567,2010-01-05,26.66
1568,2010-01-06,25.64
1569,2010-01-07,24.82
1570,2010-01-08,23.55
1571,2010-01-11,22.6
1572,2010-01-12,23.06
1573,2010-01-13,22.24
1574,2010-01-14,21.45
1575,2010-01-15,22.21
1576,2010-01-18,
1577,2010-01-19,22.25
1578,2010-01-20,23.47
1579,2010-01-21,25.95
1580,2010-01-22,30.89
1581,2010-01-25,28.96
1582,2010-01-26,27.97
1583,2010-01-27,26.39
1584,2010-01-28,27.34
1585,2010-01-29,28.03
1586,2010-02-01,26.76
1587,2010-02-02,25.52
1588,2010-02-03,25.38
1589,2010-02-04,29.04
1590,2010-02-05,29.51
1591,2010-02-08,30.44
1592,2010-02-09,29.62
1593,2010-02-10,28.89
1594,2010-02-11,26.59
1595,2010-02-12,25.66
1596,2010-02-15,
1597,2010-02-16,25.37
1598,2010-02-17,23.96
1599,2010-02-18,23.55
1600,2010-02-19,23.6
1601,2010-02-22,23.54
1602,2010-02-23,24.85
1603,2010-02-24,24.29
1604,2010-02-25,23.58
1605,2010-02-26,22.61
1606,2010-03-01,22.09
1607,2010-03-02,22.43
1608,2010-03-03,22.36
1609,2010-03-04,21.65
1610,2010-03-05,20.43
1611,2010-03-08,21.23
1612,2010-03-09,21.8
1613,2010-03-10,22.31
1614,2010-03-11,22.18
1615,2010-03-12,21.65
1616,2010-03-15,22.33
1617,2010-03-16,21.61
1618,2010-03-17,21.48
1619,2010-03-18,21.71
1620,2010-03-19,22.5
1621,2010-03-22,22.0
1622,2010-03-23,21.34
1623,2010-03-24,22.28
1624,2010-03-25,23.81
1625,2010-03-26,23.43
1626,2010-03-29,22.74
1627,2010-03-30,22.17
1628,2010-03-31,22.76
1629,2010-04-01,22.95
1630,2010-04-02,
1631,2010-04-05,21.5
1632,2010-04-06,21.28
1633,2010-04-07,21.58
1634,2010-04-08,21.69
1635,2010-04-09,21.18
1636,2010-04-12,20.89
1637,2010-04-13,20.7
1638,2010-04-14,20.14
1639,2010-04-15,20.55
1640,2010-04-16,21.97
1641,2010-04-19,22.56
1642,2010-04-20,20.5
1643,2010-04-21,20.66
1644,2010-04-22,21.63
1645,2010-04-23,21.06
1646,2010-04-26,22.73
1647,2010-04-27,26.43
1648,2010-04-28,25.94
1649,2010-04-29,23.93
1650,2010-04-30,28.34
1651,2010-05-03,27.12
1652,2010-05-04,31.6
1653,2010-05-05,32.52
1654,2010-05-06,36.37
1655,2010-05-07,45.83
1656,2010-05-10,35.64
1657,2010-05-11,35.2
1658,2010-05-12,32.17
1659,2010-05-13,33.64
1660,2010-05-14,36.74
1661,2010-05-17,37.62
1662,2010-05-18,41.77
1663,2010-05-19,43.7
1664,2010-05-20,53.88
1665,2010-05-21,49.06
1666,2010-05-24,46.46
1667,2010-05-25,43.42
1668,2010-05-26,43.22
1669,2010-05-27,36.7
1670,2010-05-28,38.49
1671,2010-05-31,
1672,2010-06-01,44.55
1673,2010-06-02,39.62
1674,2010-06-03,38.12
1675,2010-06-04,43.67
1676,2010-06-07,47.42
1677,2010-06-08,44.15
1678,2010-06-09,43.31
1679,2010-06-10,39.49
1680,2010-06-11,37.15
1681,2010-06-14,36.7
1682,2010-06-15,34.51
1683,2010-06-16,33.94
1684,2010-06-17,33.59
1685,2010-06-18,32.24
1686,2010-06-21,33.2
1687,2010-06-22,35.11
1688,2010-06-23,34.59
1689,2010-06-24,36.62
1690,2010-06-25,34.8
1691,2010-06-28,36.09
1692,2010-06-29,41.28
1693,2010-06-30,40.47
1694,2010-07-01,39.61
1695,2010-07-02,37.54
1696,2010-07-05,
1697,2010-07-06,39.26
1698,2010-07-07,36.78
1699,2010-07-08,35.03
1700,2010-07-09,33.9
1701,2010-07-12,35.42
1702,2010-07-13,34.44
1703,2010-07-14,35.36
1704,2010-07-15,36.0
1705,2010-07-16,36.91
1706,2010-07-19,36.0
1707,2010-07-20,33.35
1708,2010-07-21,34.59
1709,2010-07-22,33.71
1710,2010-07-23,31.81
1711,2010-07-26,32.1
1712,2010-07-27,32.13
1713,2010-07-28,33.24
1714,2010-07-29,33.14
1715,2010-07-30,32.28
1716,2010-08-02,31.2
1717,2010-08-03,31.66
1718,2010-08-04,30.94
1719,2010-08-05,31.73
1720,2010-08-06,30.67
1721,2010-08-09,30.57
1722,2010-08-10,31.78
1723,2010-08-11,34.42
1724,2010-08-12,35.39
1725,2010-08-13,35.6
1726,2010-08-16,34.77
1727,2010-08-17,32.96
1728,2010-08-18,33.59
1729,2010-08-19,35.44
1730,2010-08-20,34.63
1731,2010-08-23,35.23
1732,2010-08-24,36.56
1733,2010-08-25,35.35
1734,2010-08-26,35.88
1735,2010-08-27,32.88
1736,2010-08-30,35.79
1737,2010-08-31,35.47
1738,2010-09-01,32.9
1739,2010-09-02,31.58
1740,2010-09-03,29.0
1741,2010-09-06,
1742,2010-09-07,31.97
1743,2010-09-08,31.5
1744,2010-09-09,31.46
1745,2010-09-10,30.78
1746,2010-09-13,29.19
1747,2010-09-14,29.01
1748,2010-09-15,29.31
1749,2010-09-16,29.6
1750,2010-09-17,30.59
1751,2010-09-20,29.88
1752,2010-09-21,31.36
1753,2010-09-22,31.75
1754,2010-09-23,32.77
1755,2010-09-24,30.0
1756,2010-09-27,31.69
1757,2010-09-28,31.27
1758,2010-09-29,31.47
1759,2010-09-30,31.74
1760,2010-10-01,30.45
1761,2010-10-04,31.73
1762,2010-10-05,30.78
1763,2010-10-06,30.57
1764,2010-10-07,30.84
1765,2010-10-08,29.25
1766,2010-10-11,28.05
1767,2010-10-12,29.04
1768,2010-10-13,27.7
1769,2010-10-14,27.98
1770,2010-10-15,28.57
1771,2010-10-18,27.38
1772,2010-10-19,29.2
1773,2010-10-20,28.53
1774,2010-10-21,27.89
1775,2010-10-22,26.7
1776,2010-10-25,28.12
1777,2010-10-26,28.59
1778,2010-10-27,28.67
1779,2010-10-28,29.36
1780,2010-10-29,29.21
1781,2010-11-01,30.39
1782,2010-11-02,29.97
1783,2010-11-03,27.42
1784,2010-11-04,25.73
1785,2010-11-05,24.51
1786,2010-11-08,25.04
1787,2010-11-09,25.96
1788,2010-11-10,25.63
1789,2010-11-11,25.85
1790,2010-11-12,28.1
1791,2010-11-15,28.24
1792,2010-11-16,28.86
1793,2010-11-17,28.27
1794,2010-11-18,26.17
1795,2010-11-19,25.21
1796,2010-11-22,25.01
1797,2010-11-23,26.8
1798,2010-11-24,25.82
1799,2010-11-25,
1800,2010-11-26,27.99
1801,2010-11-29,28.27
1802,2010-11-30,30.1
1803,2010-12-01,27.58
1804,2010-12-02,25.67
1805,2010-12-03,23.79
1806,2010-12-06,23.4
1807,2010-12-07,24.14
1808,2010-12-08,23.14
1809,2010-12-09,22.58
1810,2010-12-10,22.51
1811,2010-12-13,21.49
1812,2010-12-14,21.23
1813,2010-12-15,21.72
1814,2010-12-16,21.86
1815,2010-12-17,20.31
1816,2010-12-20,20.82
1817,2010-12-21,19.95
1818,2010-12-22,20.32
1819,2010-12-23,21.48
1820,2010-12-24,
1821,2010-12-27,23.0
1822,2010-12-28,23.8
1823,2010-12-29,23.15
1824,2010-12-30,23.42
1825,2010-12-31,24.33
1826,2011-01-03,24.2
1827,2011-01-04,25.06
1828,2011-01-05,24.23
1829,2011-01-06,24.23
1830,2011-01-07,24.29
1831,2011-01-10,25.15
1832,2011-01-11,23.76
1833,2011-01-12,22.98
1834,2011-01-13,22.74
1835,2011-01-14,22.3
1836,2011-01-17,
1837,2011-01-18,22.16
1838,2011-01-19,24.61
1839,2011-01-20,25.43
1840,2011-01-21,25.4
1841,2011-01-24,24.94
1842,2011-01-25,24.4
1843,2011-01-26,23.29
1844,2011-01-27,23.46
1845,2011-01-28,26.75
1846,2011-01-31,27.04
1847,2011-02-01,25.59
1848,2011-02-02,25.12
1849,2011-02-03,24.55
1850,2011-02-04,23.79
1851,2011-02-07,24.14
1852,2011-02-08,23.27
1853,2011-02-09,23.4
1854,2011-02-10,23.5
1855,2011-02-11,21.97
1856,2011-02-14,22.07
1857,2011-02-15,22.65
1858,2011-02-16,22.24
1859,2011-02-17,22.08
1860,2011-02-18,22.44
1861,2011-02-21,
1862,2011-02-22,26.9
1863,2011-02-23,28.4
1864,2011-02-24,27.42
1865,2011-02-25,24.91
1866,2011-02-28,25.13
1867,2011-03-01,27.99
1868,2011-03-02,28.11
1869,2011-03-03,25.69
1870,2011-03-04,25.62
1871,2011-03-07,27.85
1872,2011-03-08,27.55
1873,2011-03-09,28.23
1874,2011-03-10,29.78
1875,2011-03-11,28.23
1876,2011-03-14,28.56
1877,2011-03-15,30.93
1878,2011-03-16,33.08
1879,2011-03-17,30.68
1880,2011-03-18,28.35
1881,2011-03-21,25.65
1882,2011-03-22,24.96
1883,2011-03-23,24.52
1884,2011-03-24,23.84
1885,2011-03-25,23.91
1886,2011-03-28,25.12
1887,2011-03-29,24.09
1888,2011-03-30,22.69
1889,2011-03-31,22.45
1890,2011-04-01,22.07
1891,2011-04-04,22.41
1892,2011-04-05,22.59
1893,2011-04-06,22.54
1894,2011-04-07,22.63
1895,2011-04-08,23.36
1896,2011-04-11,23.05
1897,2011-04-12,23.04
1898,2011-04-13,22.04
1899,2011-04-14,20.18
1900,2011-04-15,20.03
1901,2011-04-18,21.11
1902,2011-04-19,19.98
1903,2011-04-20,19.4
1904,2011-04-21,18.97
1905,2011-04-22,
1906,2011-04-25,20.39
1907,2011-04-26,20.69
1908,2011-04-27,20.79
1909,2011-04-28,19.79
1910,2011-04-29,20.5
1911,2011-05-02,22.33
1912,2011-05-03,22.75
1913,2011-05-04,22.95
1914,2011-05-05,23.52
1915,2011-05-06,23.18
1916,2011-05-09,21.87
1917,2011-05-10,21.12
1918,2011-05-11,22.4
1919,2011-05-12,21.94
1920,2011-05-13,23.17
1921,2011-05-16,24.11
1922,2011-05-17,23.44
1923,2011-05-18,21.68
1924,2011-05-19,21.45
1925,2011-05-20,22.38
1926,2011-05-23,23.64
1927,2011-05-24,23.69
1928,2011-05-25,22.59
1929,2011-05-26,21.29
1930,2011-05-27,20.98
1931,2011-05-30,
1932,2011-05-31,21.22
1933,2011-06-01,23.64
1934,2011-06-02,23.57
1935,2011-06-03,22.94
1936,2011-06-06,23.67
1937,2011-06-07,23.53
1938,2011-06-08,23.98
1939,2011-06-09,23.22
1940,2011-06-10,23.59
1941,2011-06-13,24.74
1942,2011-06-14,23.45
1943,2011-06-15,26.0
1944,2011-06-16,27.97
1945,2011-06-17,27.02
1946,2011-06-20,25.84
1947,2011-06-21,24.91
1948,2011-06-22,24.59
1949,2011-06-23,25.11
1950,2011-06-24,25.67
1951,2011-06-27,25.73
1952,2011-06-28,24.42
1953,2011-06-29,22.53
1954,2011-06-30,21.56
1955,2011-07-01,21.13
1956,2011-07-04,
1957,2011-07-05,21.46
1958,2011-07-06,21.44
1959,2011-07-07,20.94
1960,2011-07-08,20.08
1961,2011-07-11,22.17
1962,2011-07-12,23.41
1963,2011-07-13,22.84
1964,2011-07-14,23.9
1965,2011-07-15,23.13
1966,2011-07-18,25.0
1967,2011-07-19,23.09
1968,2011-07-20,23.1
1969,2011-07-21,22.04
1970,2011-07-22,22.05
1971,2011-07-25,23.83
1972,2011-07-26,25.13
1973,2011-07-27,29.1
1974,2011-07-28,29.57
1975,2011-07-29,29.45
1976,2011-08-01,27.97
1977,2011-08-02,29.4
1978,2011-08-03,28.02
1979,2011-08-04,35.85
1980,2011-08-05,38.21
1981,2011-08-08,54.84
1982,2011-08-09,42.78
1983,2011-08-10,50.51
1984,2011-08-11,46.83
1985,2011-08-12,42.56
1986,2011-08-15,37.05
1987,2011-08-16,38.59
1988,2011-08-17,36.7
1989,2011-08-18,47.53
1990,2011-08-19,49.37
1991,2011-08-22,49.82
1992,2011-08-23,43.3
1993,2011-08-24,43.32
1994,2011-08-25,47.96
1995,2011-08-26,43.1
1996,2011-08-29,39.38
1997,2011-08-30,40.84
1998,2011-08-31,39.39
1999,2011-09-01,39.61
2000,2011-09-02,42.14
2001,2011-09-05,
2002,2011-09-06,45.5
2003,2011-09-07,42.04
2004,2011-09-08,43.51
2005,2011-09-09,48.57
2006,2011-09-12,49.16
2007,2011-09-13,47.04
2008,2011-09-14,44.83
2009,2011-09-15,41.54
2010,2011-09-16,39.72
2011,2011-09-19,41.59
2012,2011-09-20,41.61
2013,2011-09-21,45.33
2014,2011-09-22,50.3
2015,2011-09-23,50.56
2016,2011-09-26,49.48
2017,2011-09-27,47.91
2018,2011-09-28,51.49
2019,2011-09-29,49.29
2020,2011-09-30,53.05
2021,2011-10-03,57.66
2022,2011-10-04,52.0
2023,2011-10-05,48.46
2024,2011-10-06,46.72
2025,2011-10-07,48.34
2026,2011-10-10,45.62
2027,2011-10-11,44.37
2028,2011-10-12,43.1
2029,2011-10-13,41.39
2030,2011-10-14,39.07
2031,2011-10-17,44.16
2032,2011-10-18,41.43
2033,2011-10-19,44.65
2034,2011-10-20,45.22
2035,2011-10-21,41.05
2036,2011-10-24,39.7
2037,2011-10-25,42.34
2038,2011-10-26,40.5
2039,2011-10-27,35.49
2040,2011-10-28,34.67
2041,2011-10-31,39.26
2042,2011-11-01,45.2
2043,2011-11-02,43.04
2044,2011-11-03,41.01
2045,2011-11-04,39.85
2046,2011-11-07,39.81
2047,2011-11-08,37.36
2048,2011-11-09,45.94
2049,2011-11-10,43.74
2050,2011-11-11,39.92
2051,2011-11-14,41.22
2052,2011-11-15,40.82
2053,2011-11-16,42.04
2054,2011-11-17,43.56
2055,2011-11-18,40.57
2056,2011-11-21,42.07
2057,2011-11-22,40.79
2058,2011-11-23,43.16
2059,2011-11-24,
2060,2011-11-25,43.16
2061,2011-11-28,40.92
2062,2011-11-29,40.18
2063,2011-11-30,36.77
2064,2011-12-01,36.75
2065,2011-12-02,36.84
2066,2011-12-05,36.66
2067,2011-12-06,36.67
2068,2011-12-07,37.2
2069,2011-12-08,39.36
2070,2011-12-09,34.65
2071,2011-12-12,34.03
2072,2011-12-13,34.1
2073,2011-12-14,35.13
2074,2011-12-15,32.74
2075,2011-12-16,31.96
2076,2011-12-19,33.3
2077,2011-12-20,31.09
2078,2011-12-21,29.81
2079,2011-12-22,30.21
2080,2011-12-23,29.8
2081,2011-12-26,
2082,2011-12-27,30.85
2083,2011-12-28,32.31
